Rank,Club,Country,Level,Elo,From,To
84,Sheffield United,ENG,2,1623.86804199,2021-07-02,2021-08-03
85,Rennes,FRA,1,1622.62341309,2021-06-04,2021-08-03
86,Braga,POR,1,1621.80029297,2021-07-30,2021-08-04
87,West Brom,ENG,2,1618.41918945,2021-07-02,2021-08-06
88,Eibar,ESP,2,1617.85070801,2021-07-02,2021-08-07
89,Cadiz,ESP,1,1611.36071777,2021-06-21,2021-08-07
90,Leganes,ESP,2,1610.66760254,2021-06-21,2021-08-07
91,Huesca,ESP,2,1610.24194336,2021-07-02,2021-08-13
92,Valladolid,ESP,2,1608.97680664,2021-07-02,2021-08-13
93,Girona,ESP,2,1607.4050293,2021-06-21,2021-08-14
94,Bournemouth,ENG,2,1607.37670898,2021-06-03,2021-08-06
95,Sparta Praha,CZE,1,1607.27380371,2021-08-01,2021-08-03
96,Bielefeld,GER,1,1606.24438477,2021-08-01,2021-08-03
97,Genoa,ITA,1,1604.8112793,2021-08-01,2021-08-03
98,Montpellier,FRA,1,1600.50231934,2021-08-01,2021-08-03
99,Rayo Vallecano,ESP,1,1599.37963867,2021-08-01,2021-08-03
100,Werder,GER,2,1597.79382324,2021-08-01,2021-08-03
None,Koeln,GER,1,1596.57226562,2021-08-01,2021-08-04
None,Augsburg,GER,1,1595.59460449,2021-08-01,2021-08-14
None,Elche,ESP,1,1594.79760742,2021-06-21,2021-08-16
None,Bologna,ITA,1,1593.50939941,2021-05-24,2021-08-19
None,Lok Moskva,RUS,1,1593.09790039,2021-08-01,2021-08-04
None,Osijek,CRO,1,1592.16247559,2021-07-30,2021-08-01
None,Udinese,ITA,1,1590.83837891,2021-05-24,2021-08-19
None,Cagliari,ITA,1,1588.58508301,2021-05-23,2021-08-19
None,Torino,ITA,1,1586.1829834,2021-05-24,2021-08-19
None,Feyenoord,NED,1,1585.48022461,2021-07-30,2021-08-03
None,Verona,ITA,1,1585.22949219,2021-05-24,2021-08-19
None,Midtjylland,DEN,1,1581.42321777,2021-08-01,2021-08-03
None,Almeria,ESP,2,1577.3404541,2021-06-06,2021-08-16
None,Molde,NOR,1,1576.08666992,2021-07-30,2021-08-05
None,Partizan,SRB,1,1573.4720459,2021-07-30,2021-08-01
None,Nice,FRA,1,1570.67248535,2021-05-24,2021-08-03
None,Swansea,ENG,2,1570.54589844,2021-05-30,2021-08-07
None,Cardiff,ENG,2,1568.33129883,2021-05-27,2021-08-07
None,Reims,FRA,1,1566.67102051,2021-05-24,2021-08-03
None,Lens,FRA,1,1566.37512207,2021-05-24,2021-08-03
None,LASK,AUT,1,1564.2244873,2021-08-01,2021-08-05
None,Bochum,GER,1,1563.64416504,2021-07-02,2021-08-14
None,Genk,BEL,1,1562.24108887,2021-07-31,2021-08-03
None,Strasbourg,FRA,1,1561.48962402,2021-05-24,2021-08-03
None,Besiktas,TUR,1,1559.63769531,2021-07-30,2021-08-05
None,Malmoe,SWE,1,1558.64233398,2021-07-30,2021-08-03
None,Nantes,FRA,1,1558.54882812,2021-05-24,2021-08-03
None,Saint-Etienne,FRA,1,1555.6003418,2021-05-24,2021-08-03
None,Fuerth,GER,1,1555.50683594,2021-07-02,2021-08-14
None,CFR Cluj,ROM,1,1554.19812012,2021-08-01,2021-08-03
None,Hamburg,GER,2,1553.24743652,2021-07-24,2021-08-01
None,Galatasaray,TUR,1,1552.43786621,2021-07-30,2021-08-05
None,Duesseldorf,GER,2,1550.7800293,2021-08-01,2021-08-14
None,Rapid Wien,AUT,1,1547.59765625,2021-08-01,2021-08-05
None,Barnsley,ENG,2,1546.41357422,2021-05-27,2021-08-07
None,Empoli,ITA,1,1543.61633301,2021-07-02,2021-08-19
None,M Tel Aviv,ISR,1,1542.68652344,2021-07-30,2021-08-05
None,Spezia,ITA,1,1542.16235352,2021-05-24,2021-08-19
None,Metz,FRA,1,1540.72033691,2021-05-24,2021-08-03
None,Gijon,ESP,2,1540.2208252,2021-05-31,2021-08-15
None,Spartak Moskva,RUS,1,1540.1907959,2021-07-31,2021-08-04
None,PAOK,GRE,1,1538.85351562,2021-07-30,2021-08-03
None,Celtic,SCO,1,1537.01611328,2021-08-01,2021-08-03
None,Zorya,UKR,1,1536.82348633,2021-07-30,2021-08-02
None,Bordeaux,FRA,1,1536.04699707,2021-05-24,2021-08-03
None,QPR,ENG,2,1535.19177246,2021-05-27,2021-08-07
None,Gent,BEL,1,1534.87158203,2021-07-30,2021-08-01
None,FC Kobenhavn,DEN,1,1533.8236084,2021-07-30,2021-08-01
None,Utrecht,NED,1,1529.81542969,2021-07-30,2021-08-03
None,Basel,SUI,1,1529.21252441,2021-07-30,2021-08-01
None,Rijeka,CRO,1,1528.53503418,2021-07-30,2021-08-01
None,Viktoria Plzen,CZE,1,1526.08337402,2021-07-30,2021-08-01
None,Rubin Kazan,RUS,1,1525.89770508,2021-07-31,2021-08-04
None,Fenerbahce,TUR,1,1525.49328613,2021-07-30,2021-08-05
None,Reading,ENG,2,1522.81799316,2021-05-27,2021-08-07
None,Dynamo Moskva,RUS,1,1522.59082031,2021-08-01,2021-08-04
None,Holstein,GER,2,1522.33862305,2021-07-26,2021-08-01
None,Razgrad,BUL,1,1522.14453125,2021-08-01,2021-08-03
None,Brondby,DEN,1,1522.09436035,2021-07-30,2021-08-01
None,CSKA Moskva,RUS,1,1521.61486816,2021-08-01,2021-08-04
None,Lorient,FRA,1,1521.05187988,2021-05-24,2021-08-03
None,Sturm Graz,AUT,1,1520.79077148,2021-07-30,2021-08-01
None,Angers,FRA,1,1518.56884766,2021-05-24,2021-08-03
None,Benevento,ITA,2,1517.66296387,2021-07-02,2021-08-19
None,Tenerife,ESP,2,1517.58837891,2021-05-30,2021-08-15
None,Sochi,RUS,1,1517.00671387,2021-07-30,2021-08-02
None,Vitesse,NED,1,1517.00048828,2021-07-30,2021-08-03
None,Fuenlabrada,ESP,2,1516.8026123,2021-05-31,2021-08-15
None,Antwerp,BEL,1,1516.21252441,2021-07-30,2021-08-01
None,FC Krasnodar,RUS,1,1515.69946289,2021-07-30,2021-08-01
None,Oviedo,ESP,2,1515.60717773,2021-05-30,2021-08-15
None,Trabzonspor,TUR,1,1515.02954102,2021-07-30,2021-08-05
None,Brest,FRA,1,1514.15319824,2021-05-24,2021-08-03
None,Anderlecht,BEL,1,1513.81188965,2021-08-01,2021-08-03
None,Preston,ENG,2,1513.60388184,2021-05-27,2021-08-07
None,Blackburn,ENG,2,1511.59265137,2021-05-27,2021-08-07
None,Karlsruhe,GER,2,1511.56811523,2021-07-31,2021-08-14
None,Las Palmas,ESP,2,1511.04870605,2021-05-31,2021-08-15
None,Ferencvaros,HUN,1,1511.02160645,2021-08-01,2021-08-04
None,Clermont,FRA,1,1507.37561035,2021-07-02,2021-08-03
None,Bodoe Glimt,NOR,1,1504.70166016,2021-07-30,2021-08-05
None,Schalke,GER,2,1504.64929199,2021-07-24,2021-08-01
None,Troyes,FRA,1,1503.44311523,2021-07-02,2021-08-03
None,Millwall,ENG,2,1503.40344238,2021-05-27,2021-08-07
None,Santa Clara,POR,1,1502.60461426,2021-07-30,2021-08-04
None,Darmstadt,GER,2,1502.15869141,2021-07-31,2021-08-15
None,Paderborn,GER,2,1501.15478516,2021-07-31,2021-08-15
None,Malaga,ESP,2,1500.52307129,2021-05-31,2021-08-16
None,Alcorcon,ESP,2,1500.00756836,2021-05-31,2021-08-14
None,Stoke,ENG,2,1499.8692627,2021-05-27,2021-08-07
None,Nimes,FRA,2,1498.98840332,2021-08-01,2021-08-03
None,Middlesbrough,ENG,2,1496.03320312,2021-05-27,2021-08-08
None,Jablonec,CZE,1,1495.92126465,2021-08-01,2021-08-03
None,Sivasspor,TUR,1,1495.51977539,2021-07-30,2021-08-05
None,Heidenheim,GER,2,1495.06958008,2021-08-01,2021-08-15
None,Lecce,ITA,2,1494.79736328,2021-05-21,2021-08-19
None,Zaragoza,ESP,2,1494.32287598,2021-05-31,2021-08-13
None,Venezia,ITA,1,1494.06787109,2021-07-02,2021-08-19
None,Forest,ENG,2,1493.89733887,2021-05-27,2021-08-08
None,Moreirense,POR,1,1490.91174316,2021-07-30,2021-08-04
None,Parma,ITA,2,1490.37426758,2021-07-02,2021-08-19
None,Toulouse,FRA,2,1489.76708984,2021-08-01,2021-08-03
None,Legia,POL,1,1488.81030273,2021-08-01,2021-08-04
None,Ponferradina,ESP,2,1486.31762695,2021-05-31,2021-08-14
None,Apollon Lemesos,CYP,0,1485.58679199,2021-07-30,2021-08-05
None,Maccabi Haifa,ISR,1,1485.32592773,2021-07-30,2021-08-05
None,Salernitana,ITA,1,1484.49353027,2021-07-02,2021-08-19
None,Mirandes,ESP,2,1483.64599609,2021-05-31,2021-08-16
None,Luton,ENG,2,1483.40527344,2021-05-27,2021-08-07
None,Guimaraes,POR,1,1482.62963867,2021-07-30,2021-08-04
None,Famalicao,POR,1,1482.55749512,2021-07-30,2021-08-04
None,Crotone,ITA,2,1481.16796875,2021-07-02,2021-08-19
None,Cartagena,ESP,2,1480.20825195,2021-05-31,2021-08-16
None,Brescia,ITA,2,1479.21643066,2021-05-14,2021-08-19
None,Mechelen,BEL,1,1478.13464355,2021-08-01,2021-08-03
None,Slovacko,CZE,1,1474.07507324,2021-07-30,2021-08-01
None,Pacos Ferreira,POR,1,1473.07275391,2021-07-30,2021-08-04
None,AEK,GRE,1,1472.8927002,2021-07-30,2021-08-03
None,Coventry,ENG,2,1470.67944336,2021-05-27,2021-08-08
None,Hajduk,CRO,1,1469.50878906,2021-07-30,2021-08-01
None,Djurgarden,SWE,1,1468.02185059,2021-07-30,2021-08-01
None,St Pauli,GER,2,1467.74133301,2021-07-26,2021-08-01
None,Wolfsberg,AUT,1,1466.23864746,2021-07-30,2021-08-01
None,CSKA Sofia,BUL,1,1465.47192383,2021-07-30,2021-08-03
None,Nuernberg,GER,2,1464.45983887,2021-07-31,2021-08-14
None,Paris FC,FRA,2,1464.39050293,2021-08-01,2021-08-03
None,Cittadella,ITA,2,1463.18408203,2021-05-28,2021-08-19
None,Monza,ITA,2,1461.18188477,2021-05-21,2021-08-19
None,Lugo,ESP,2,1459.87438965,2021-05-31,2021-08-15
None,Boavista,POR,1,1459.48376465,2021-07-30,2021-08-04
None,FK Astana,KAZ,0,1458.74414062,2021-07-30,2021-08-05
None,Charleroi,BEL,1,1457.92529297,2021-08-01,2021-08-03
None,Rosenborg,NOR,1,1457.01123047,2021-07-30,2021-08-05
None,HNK Gorica,CRO,1,1456.83972168,2021-08-01,2021-08-04
None,Sociedad B,ESP,2,1456.76391602,2021-07-01,2021-08-14
None,Amorebieta,ESP,2,1456.76391602,2021-07-01,2021-08-14
None,Ibiza Eivissa,ESP,2,1456.76391602,2021-07-01,2021-08-13
None,Burgos,ESP,2,1456.76391602,2021-07-01,2021-08-15
None,Terek Grozny,RUS,1,1456.70300293,2021-07-30,2021-08-02
None,StGallen,SUI,1,1456.48181152,2021-07-30,2021-08-01
None,Standard,BEL,1,1455.53027344,2021-07-30,2021-08-01
None,Huddersfield,ENG,2,1453.76342773,2021-05-27,2021-08-07
None,Omonia,CYP,0,1453.50183105,2021-07-30,2021-08-05
None,Groningen,NED,1,1451.65649414,2021-07-30,2021-08-03
None,Hannover,GER,2,1451.30529785,2021-08-01,2021-08-14
None,Auxerre,FRA,2,1450.46057129,2021-07-25,2021-08-02
None,Steaua,ROM,1,1449.83203125,2021-07-30,2021-08-01
None,Luzern,SUI,1,1449.65734863,2021-07-30,2021-08-01
None,Gil Vicente,POR,1,1449.34741211,2021-07-30,2021-08-04
None,Belenenses,POR,1,1448.64233398,2021-07-30,2021-08-04
None,Desna,UKR,1,1447.71679688,2021-07-30,2021-08-01
None,Regensburg,GER,2,1447.67675781,2021-08-01,2021-08-14
None,Aarhus,DEN,1,1447.20385742,2021-07-30,2021-08-01
None,Austria Wien,AUT,1,1447.20202637,2021-07-30,2021-08-01
None,Panathinaikos,GRE,1,1447.17785645,2021-07-30,2021-08-03
None,Rostov,RUS,1,1446.78540039,2021-07-30,2021-08-01
None,Derby,ENG,2,1444.27807617,2021-05-27,2021-08-07
None,Karabakh Agdam,AZE,0,1444.14526367,2021-07-30,2021-08-03
None,AEL Limassol,CYP,0,1443.43981934,2021-07-30,2021-08-05
None,Blackpool,ENG,2,1443.22253418,2021-07-01,2021-08-07
None,Peterboro,ENG,2,1443.22253418,2021-07-01,2021-08-07
None,Hull,ENG,2,1443.22253418,2021-07-01,2021-08-07
None,Zuerich,SUI,1,1442.28662109,2021-08-01,2021-08-03
None,Sparta Rotterdam,NED,1,1440.80834961,2021-07-30,2021-08-03
None,Lugano,SUI,1,1440.23876953,2021-07-30,2021-08-01
None,Cremonese,ITA,2,1439.9777832,2021-05-11,2021-08-19
None,Birmingham,ENG,2,1439.31982422,2021-05-27,2021-08-07
None,Spal,ITA,2,1437.13623047,2021-05-11,2021-08-19
None,Kolos,UKR,1,1437.13623047,2021-07-31,2021-08-03
None,Anorthosis,CYP,0,1436.16394043,2021-07-30,2021-08-05
None,Bueyueksehir,TUR,1,1435.57324219,2021-07-30,2021-08-05
None,Aue,GER,2,1435.41723633,2021-07-26,2021-08-01
None,Heracles,NED,1,1434.72045898,2021-07-30,2021-08-03
None,Frosinone,ITA,2,1433.98864746,2021-05-11,2021-08-19
None,Slovan Liberec,CZE,1,1433.72399902,2021-08-01,2021-08-03
None,Portimonense,POR,1,1433.31237793,2021-07-30,2021-08-04
None,Servette,SUI,1,1430.75134277,2021-07-30,2021-08-01
None,Alanyaspor,TUR,1,1429.91418457,2021-07-30,2021-08-05
None,Reggina,ITA,2,1429.02392578,2021-05-11,2021-08-19
None,FC Khimki,RUS,1,1428.6829834,2021-07-30,2021-08-01
None,Oostende,BEL,1,1426.94726562,2021-07-31,2021-08-03
None,Hartberg,AUT,1,1425.92907715,2021-08-01,2021-08-05
None,Nordsjaelland,DEN,1,1425.41455078,2021-07-30,2021-08-02
None,Aalborg,DEN,1,1424.13378906,2021-07-30,2021-08-01
None,Hammarby,SWE,1,1423.80419922,2021-07-30,2021-08-01
None,Randers,DEN,1,1423.70068359,2021-07-30,2021-08-01
None,Rakow,POL,1,1421.20495605,2021-07-30,2021-08-01
None,Pisa,ITA,2,1418.59277344,2021-05-11,2021-08-19
None,Maritimo,POR,1,1418.56188965,2021-07-30,2021-08-04
None,Elfsborg,SWE,1,1418.34936523,2021-07-30,2021-08-03
None,Aris,GRE,1,1417.81494141,2021-07-30,2021-08-03
None,Bristol City,ENG,2,1417.58898926,2021-05-27,2021-08-07
None,Norrkoeping,SWE,1,1416.0123291,2021-07-30,2021-08-02
None,Hatayspor,TUR,1,1414.9609375,2021-07-30,2021-08-05
None,St Truiden,BEL,1,1413.52490234,2021-08-01,2021-08-03
None,Guingamp,FRA,2,1413.31164551,2021-08-01,2021-08-03
None,Banik Ostrava,CZE,1,1413.17199707,2021-07-30,2021-08-01
None,Heerenveen,NED,1,1412.55725098,2021-07-30,2021-08-03
None,Mlada Boleslav,CZE,1,1412.13000488,2021-08-01,2021-08-03
None,Dresden,GER,2,1411.11096191,2021-07-25,2021-08-01
None,Fatih Karaguemruek,TUR,1,1410.38342285,2021-07-30,2021-08-05
None,Sion,SUI,1,1409.50537109,2021-07-30,2021-08-01
None,Odense,DEN,1,1409.47839355,2021-07-30,2021-08-01
None,Pordenone,ITA,2,1409.03039551,2021-05-11,2021-08-19
None,Rostock,GER,2,1408.99487305,2021-08-01,2021-08-15
None,AIK,SWE,1,1408.56542969,2021-07-30,2021-08-02
None,Zulte Waregem,BEL,1,1408.30383301,2021-07-30,2021-08-01
None,Bohemians Praha,CZE,1,1408.12719727,2021-07-30,2021-08-01
None,Sverdlovsk,RUS,1,1408.06274414,2021-07-30,2021-08-01
None,Gaziantep FK,TUR,1,1406.78210449,2021-07-30,2021-08-05
None,Vicenza,ITA,2,1406.19995117,2021-05-11,2021-08-19
None,Eupen,BEL,1,1405.43334961,2021-08-01,2021-08-03
None,Grenoble,FRA,2,1405.1697998,2021-07-25,2021-08-02
None,Lech,POL,1,1404.33325195,2021-07-31,2021-08-04
None,Zwolle,NED,1,1404.10314941,2021-07-30,2021-08-03
None,Tondela,POR,1,1403.1184082,2021-07-30,2021-08-04
None,Ascoli,ITA,2,1401.9654541,2021-05-11,2021-08-19
None,Wattens,AUT,1,1401.85302734,2021-07-30,2021-08-01
None,Valerenga,NOR,1,1401.76611328,2021-07-30,2021-08-05
None,Dijon,FRA,2,1400.79016113,2021-08-01,2021-08-03
None,Piast Gliwice,POL,1,1400.53051758,2021-08-01,2021-08-04
None,Beer-Sheva,ISR,1,1400.37316895,2021-07-30,2021-08-05
None,Zilina,SLK,0,1400.0,2021-07-30,2021-08-05
None,Kortrijk,BEL,1,1399.50683594,2021-07-30,2021-08-01
None,Ufa,RUS,1,1398.90197754,2021-08-01,2021-08-04
None,Craiova,ROM,1,1398.60192871,2021-07-30,2021-08-01
None,Le Havre,FRA,2,1398.12255859,2021-08-01,2021-08-03
None,Sandhausen,GER,2,1397.80297852,2021-08-01,2021-08-14
None,Asteras Tripolis,GRE,1,1397.72692871,2021-07-30,2021-08-03
None,Dnipro,UKR,1,1397.29272461,2021-08-01,2021-08-03
None,Willem II,NED,1,1396.40844727,2021-07-30,2021-08-03
None,Ajaccio,FRA,2,1396.2668457,2021-08-01,2021-08-03
None,Olexandriya,UKR,1,1395.81726074,2021-08-01,2021-08-03
None,Haecken,SWE,1,1394.47460938,2021-07-30,2021-08-01
None,Trnava,SLK,0,1393.96374512,2021-07-30,2021-08-05
None,Lok Plovdiv,BUL,1,1393.1920166,2021-07-30,2021-08-01
None,Hibernian,SCO,1,1392.56884766,2021-07-30,2021-08-01
None,Pogon,POL,1,1392.23522949,2021-07-30,2021-08-01
None,Lausanne,SUI,1,1391.34228516,2021-08-01,2021-08-03
None,Cukaricki,SRB,1,1390.91003418,2021-07-30,2021-08-01
None,Konyaspor,TUR,1,1390.83435059,2021-07-30,2021-08-05
None,Slovan Bratislava,SLK,0,1390.65771484,2021-07-30,2021-08-05
None,Aberdeen,SCO,1,1390.29992676,2021-07-30,2021-08-01
None,Twente,NED,1,1389.39807129,2021-07-30,2021-08-03
None,Kristiansund,NOR,1,1389.09924316,2021-07-30,2021-08-05
None,Sepsi,ROM,1,1388.89953613,2021-07-30,2021-08-02
None,Sittard,NED,1,1388.11938477,2021-07-30,2021-08-03
None,Sochaux,FRA,2,1383.60949707,2021-08-01,2021-08-03
None,Leuven,BEL,1,1383.0012207,2021-08-01,2021-08-03
None,Nizhny Novgorod,RUS,1,1382.87512207,2021-07-30,2021-08-01
None,Vorskla,UKR,1,1381.2388916,2021-07-30,2021-08-01
None,Ingolstadt,GER,2,1380.89904785,2021-08-01,2021-08-15
None,Dunajska,SLK,0,1379.82885742,2021-07-30,2021-08-05
None,Altach,AUT,1,1378.96240234,2021-08-01,2021-08-05
None,Beerschot AC,BEL,1,1375.28552246,2021-07-30,2021-08-01
None,Sigma Olomouc,CZE,1,1374.8248291,2021-08-01,2021-08-03
None,Haugesund,NOR,1,1373.93249512,2021-07-30,2021-08-05
None,Kasimpasa,TUR,1,1372.84643555,2021-07-30,2021-08-05
None,Goeztepe,TUR,1,1370.86047363,2021-07-30,2021-08-05
None,Viking,NOR,1,1368.24304199,2021-07-30,2021-08-05
None,Ried,AUT,1,1367.25231934,2021-07-30,2021-08-01
None,Amiens,FRA,2,1367.11547852,2021-08-01,2021-08-03
None,Nancy,FRA,2,1366.67224121,2021-08-01,2021-08-03
None,Perugia,ITA,2,1366.52087402,2021-07-01,2021-08-19
None,Alessandria,ITA,2,1366.52087402,2021-07-01,2021-08-19
None,Como,ITA,2,1366.52087402,2021-07-01,2021-08-19
None,Ternana,ITA,2,1366.52087402,2021-07-01,2021-08-19
None,Videoton,HUN,1,1364.67529297,2021-07-30,2021-08-01
None,Caen,FRA,2,1362.60778809,2021-08-01,2021-08-03
None,Grasshoppers,SUI,1,1362.53100586,2021-08-01,2021-08-03
None,Pau,FRA,2,1361.88586426,2021-08-01,2021-08-03
None,Cosenza,ITA,2,1361.22741699,2021-05-11,2021-08-19
None,St Gillis,BEL,1,1361.21032715,2021-07-30,2021-08-01
None,Pardubice,CZE,1,1360.84631348,2021-08-01,2021-08-03
None,Lok Zagreb,CRO,1,1360.26855469,2021-07-31,2021-08-04
None,Cercle Brugge,BEL,1,1360.15563965,2021-08-01,2021-08-03
None,Malatyaspor,TUR,1,1359.9498291,2021-07-30,2021-08-05
None,Arouca,POR,1,1359.89868164,2021-07-30,2021-08-04
None,Estoril,POR,1,1359.89868164,2021-07-30,2021-08-04
None,Vizela,POR,1,1359.89868164,2021-07-30,2021-08-04
None,Kryliya Sovetov,RUS,1,1359.83764648,2021-07-31,2021-08-04
None,Kairat,KAZ,0,1358.93261719,2021-07-30,2021-08-05
None,Lechia,POL,1,1356.8659668,2021-07-30,2021-08-02
None,Slask,POL,1,1356.7911377,2021-07-30,2021-08-01
None,Antalyaspor,TUR,1,1355.16601562,2021-07-30,2021-08-05
None,Tula,RUS,1,1354.74816895,2021-07-31,2021-08-04
None,Klagenfurt,AUT,1,1353.89135742,2021-08-01,2021-08-05
None,SonderjyskE,DEN,1,1351.5949707,2021-07-30,2021-08-02
None,Valenciennes,FRA,2,1350.03613281,2021-08-01,2021-08-03
None,Novi Sad,SRB,1,1348.58935547,2021-07-30,2021-08-03
None,Odd Grenland,NOR,1,1347.27844238,2021-07-30,2021-08-05
None,Rodez,FRA,2,1346.87109375,2021-08-01,2021-08-03
None,Botosani,ROM,1,1346.52075195,2021-07-30,2021-08-01
None,Seraing,BEL,1,1344.76074219,2021-08-01,2021-08-03
None,Rizespor,TUR,1,1344.6973877,2021-07-30,2021-08-05
None,Soligorsk,BLR,1,1344.33117676,2021-07-30,2021-08-02
None,Ilichivets,UKR,1,1343.47412109,2021-07-30,2021-08-01
None,Slaven Belupo,CRO,1,1341.99255371,2021-07-30,2021-08-01
None,Kayseri,TUR,1,1338.34692383,2021-07-30,2021-08-05
