Rank,Club,Country,Level,Elo,From,To
36,Eibar,ESP,1,1725.38684082,2018-07-30,2018-08-02
37,Getafe,ESP,1,1721.54418945,2018-07-27,2018-08-02
38,Milan,ITA,1,1721.35766602,2018-07-27,2018-08-02
39,Celta,ESP,1,1718.53796387,2018-07-27,2018-08-02
40,Hoffenheim,GER,1,1715.92712402,2018-07-27,2018-08-02
41,Dynamo Kyiv,UKR,1,1713.72094727,2018-07-29,2018-08-02
42,Leverkusen,GER,1,1709.62609863,2018-07-27,2018-08-02
43,Alaves,ESP,1,1706.61645508,2018-07-27,2018-08-02
44,Sporting,POR,1,1704.67871094,2018-07-27,2018-08-02
45,Bilbao,ESP,1,1700.27709961,2018-07-27,2018-08-02
46,Everton,ENG,1,1698.23425293,2018-07-27,2018-08-02
47,Leicester,ENG,1,1696.16967773,2018-07-27,2018-08-01
48,Levante,ESP,1,1695.1114502,2018-07-27,2018-08-01
49,RB Leipzig,GER,1,1693.57592773,2018-07-27,2018-08-01
50,Spartak Moskva,RUS,1,1692.05053711,2018-07-29,2018-08-01
51,Crystal Palace,ENG,1,1691.62329102,2018-07-29,2018-08-01
52,Ajax,NED,1,1689.52709961,2018-07-27,2018-08-01
53,Burnley,ENG,1,1687.59155273,2018-07-27,2018-08-02
54,Fiorentina,ITA,1,1683.65661621,2018-07-27,2018-08-02
55,Torino,ITA,1,1678.2467041,2018-07-27,2018-08-02
56,Bournemouth,ENG,1,1672.45214844,2018-07-27,2018-08-02
57,West Ham,ENG,1,1672.40441895,2018-07-27,2018-08-02
58,Newcastle,ENG,1,1669.54296875,2018-07-30,2018-08-02
59,Fenerbahce,TUR,1,1669.12341309,2018-07-30,2018-08-02
60,Lok Moskva,RUS,1,1664.32788086,2018-07-31,2018-08-02
61,Gladbach,GER,1,1664.18603516,2018-07-30,2018-08-02
62,Girona,ESP,1,1664.15368652,2018-07-30,2018-08-02
63,Stuttgart,GER,1,1663.63342285,2018-07-30,2018-08-02
64,FC Krasnodar,RUS,1,1662.85925293,2018-07-30,2018-08-02
65,PSV,NED,1,1659.95361328,2018-07-27,2018-08-01
66,Werder,GER,1,1658.63757324,2018-07-27,2018-08-02
67,Young Boys,SUI,1,1653.46740723,2018-07-30,2018-08-01
68,Bueyueksehir,TUR,1,1652.6776123,2018-07-30,2018-08-01
69,Southampton,ENG,1,1652.17260742,2018-07-30,2018-08-01
70,Galatasaray,TUR,1,1642.25512695,2018-07-29,2018-08-01
71,Basel,SUI,1,1642.19812012,2018-07-29,2018-08-01
72,Rennes,FRA,1,1641.55163574,2018-07-27,2018-08-02
73,Nice,FRA,1,1639.14831543,2018-07-27,2018-08-02
74,Bordeaux,FRA,1,1635.4720459,2018-07-27,2018-08-02
75,Leganes,ESP,1,1634.9498291,2018-07-27,2018-08-02
76,Fulham,ENG,1,1632.47131348,2018-07-27,2018-08-02
77,Frankfurt,GER,1,1631.79748535,2018-07-27,2018-08-02
78,Brighton,ENG,1,1631.54003906,2018-07-27,2018-08-02
79,Braga,POR,1,1629.91308594,2018-07-27,2018-08-02
80,Stoke,ENG,2,1627.82104492,2018-07-27,2018-08-02
81,Watford,ENG,1,1625.10693359,2018-07-27,2018-08-01
82,Crvena Zvezda,SRB,1,1624.43103027,2018-07-30,2018-08-01
83,Saint-Etienne,FRA,1,1622.20202637,2018-07-27,2018-08-02
84,Valladolid,ESP,1,1621.17712402,2018-07-27,2018-08-02
85,Rostov,RUS,1,1620.13879395,2018-07-29,2018-08-02
86,West Brom,ENG,2,1619.97644043,2018-07-29,2018-08-02
87,Augsburg,GER,1,1618.60314941,2018-07-29,2018-08-02
88,Swansea,ENG,2,1617.99145508,2018-07-29,2018-08-02
89,PAOK,GRE,1,1617.7019043,2018-07-29,2018-08-01
90,Hertha,GER,1,1613.36132812,2018-07-27,2018-08-01
91,Brugge,BEL,1,1610.35571289,2018-07-30,2018-08-01
92,Rayo Vallecano,ESP,1,1609.44897461,2018-07-30,2018-08-02
93,Huesca,ESP,1,1604.29528809,2018-07-27,2018-08-01
94,Wolfsburg,GER,1,1604.25537109,2018-07-27,2018-08-01
95,Sampdoria,ITA,1,1601.46081543,2018-07-27,2018-08-01
96,Mainz,GER,1,1600.39111328,2018-07-27,2018-08-01
97,Depor,ESP,2,1600.13110352,2018-07-27,2018-08-01
98,AEK,GRE,1,1596.78979492,2018-07-27,2018-08-01
99,Sassuolo,ITA,1,1596.46557617,2018-07-27,2018-08-01
100,Montpellier,FRA,1,1592.74230957,2018-07-27,2018-08-01
None,Genk,BEL,1,1592.60998535,2018-07-30,2018-08-01
None,Wolves,ENG,1,1591.75073242,2018-07-27,2018-08-02
None,Rapid Wien,AUT,1,1590.99853516,2018-07-30,2018-08-01
None,Gijon,ESP,2,1588.97680664,2018-07-27,2018-08-02
None,Empoli,ITA,1,1588.20141602,2018-07-27,2018-08-02
None,Rubin Kazan,RUS,1,1587.88671875,2018-07-30,2018-08-02
None,Olympiakos,GRE,1,1587.78076172,2018-07-27,2018-08-01
None,Feyenoord,NED,1,1585.09448242,2018-07-27,2018-08-01
None,Zaragoza,ESP,2,1584.26403809,2018-07-27,2018-08-02
None,Malaga,ESP,2,1582.60668945,2018-07-27,2018-08-02
None,Terek Grozny,RUS,1,1581.578125,2018-07-29,2018-08-02
None,Reims,FRA,1,1580.22644043,2018-07-27,2018-08-02
None,Hannover,GER,1,1580.00073242,2018-07-27,2018-08-02
None,Standard,BEL,1,1578.85437012,2018-07-28,2018-08-01
None,Nantes,FRA,1,1577.85351562,2018-07-27,2018-08-02
None,Freiburg,GER,1,1577.22009277,2018-07-27,2018-08-02
None,Rijeka,CRO,1,1576.24633789,2018-08-01,2018-08-02
None,Anderlecht,BEL,1,1575.95959473,2018-07-29,2018-08-01
None,Cardiff,ENG,1,1575.1619873,2018-07-27,2018-08-02
None,Ufa,RUS,1,1574.1998291,2018-07-31,2018-08-02
None,Hamburg,GER,2,1572.49584961,2018-07-27,2018-08-02
None,Dinamo Zagreb,CRO,1,1572.37060547,2018-08-01,2018-08-02
None,Razgrad,BUL,1,1571.80700684,2018-07-29,2018-08-01
None,Viktoria Plzen,CZE,1,1571.78649902,2018-07-31,2018-08-02
None,Sturm Graz,AUT,1,1571.33947754,2018-07-29,2018-08-01
None,Gent,BEL,1,1571.07629395,2018-07-28,2018-08-01
None,Cadiz,ESP,2,1569.55053711,2018-07-27,2018-08-02
None,Aston Villa,ENG,2,1567.47692871,2018-07-27,2018-08-02
None,Osasuna,ESP,2,1566.51525879,2018-07-27,2018-08-02
None,Huddersfield,ENG,1,1565.77294922,2018-07-27,2018-08-02
None,Midtjylland,DEN,1,1565.42016602,2018-07-29,2018-08-01
None,Brondby,DEN,1,1563.01782227,2018-07-30,2018-08-01
None,Genoa,ITA,1,1562.04284668,2018-07-27,2018-08-02
None,Steaua,ROM,1,1560.34899902,2018-07-30,2018-08-01
None,APOEL,CYP,0,1560.11657715,2018-07-27,2018-08-02
None,Guingamp,FRA,1,1559.97668457,2018-07-27,2018-08-02
None,Slavia Praha,CZE,1,1558.84191895,2018-07-29,2018-08-02
None,Chievo,ITA,1,1558.37145996,2018-07-27,2018-08-02
None,Dynamo Moskva,RUS,1,1558.11755371,2018-07-30,2018-08-02
None,Middlesbrough,ENG,2,1556.67016602,2018-07-27,2018-08-02
None,Tenerife,ESP,2,1555.78869629,2018-07-27,2018-08-02
None,Spal,ITA,1,1555.35913086,2018-07-27,2018-08-02
None,Udinese,ITA,1,1555.26428223,2018-07-27,2018-08-02
None,Koeln,GER,2,1551.8112793,2018-07-27,2018-08-02
None,Dijon,FRA,1,1551.46008301,2018-07-27,2018-08-02
None,AIK,SWE,1,1550.99133301,2018-07-30,2018-08-01
None,Cagliari,ITA,1,1550.70275879,2018-07-27,2018-08-02
None,Angers,FRA,1,1549.08752441,2018-07-27,2018-08-02
None,Bologna,ITA,1,1547.1574707,2018-07-27,2018-08-02
None,Oviedo,ESP,2,1546.54846191,2018-07-27,2018-08-02
None,Crotone,ITA,2,1543.43566895,2018-07-27,2018-08-02
None,Numancia,ESP,2,1543.2565918,2018-07-27,2018-08-02
None,Celtic,SCO,1,1542.28430176,2018-07-27,2018-08-01
None,Las Palmas,ESP,2,1541.33007812,2018-07-27,2018-08-02
None,Toulouse,FRA,1,1539.02416992,2018-07-27,2018-08-02
None,Nimes,FRA,1,1538.26586914,2018-07-27,2018-08-02
None,Tula,RUS,1,1538.05871582,2018-07-30,2018-08-02
None,FC Kobenhavn,DEN,1,1536.01281738,2018-07-30,2018-08-01
None,Alkmaar,NED,1,1535.32312012,2018-07-27,2018-08-01
None,Lille,FRA,1,1534.80786133,2018-07-27,2018-08-02
None,CFR Cluj,ROM,1,1533.72155762,2018-07-29,2018-08-01
None,Amiens,FRA,1,1532.55297852,2018-07-27,2018-08-02
None,Granada,ESP,2,1530.12963867,2018-07-27,2018-08-02
None,Cordoba,ESP,2,1529.02636719,2018-07-27,2018-08-02
None,Trabzonspor,TUR,1,1524.97753906,2018-07-27,2018-08-02
None,Alcorcon,ESP,2,1524.59338379,2018-07-27,2018-08-02
None,Derby,ENG,2,1520.45178223,2018-07-27,2018-08-02
None,Brentford,ENG,2,1517.75183105,2018-07-27,2018-08-02
None,Sparta Praha,CZE,1,1517.42419434,2018-07-30,2018-08-02
None,Preston,ENG,2,1515.61938477,2018-07-27,2018-08-02
None,Tarragona,ESP,2,1514.97961426,2018-07-27,2018-08-02
None,Sverdlovsk,RUS,1,1511.99755859,2018-07-29,2018-08-02
None,Le Havre,FRA,2,1511.55480957,2018-07-29,2018-08-02
None,Hajduk,CRO,1,1510.80859375,2018-08-01,2018-08-02
None,Millwall,ENG,2,1508.36206055,2018-07-27,2018-08-02
None,Nuernberg,GER,1,1504.30273438,2018-07-27,2018-08-02
None,Beer-Sheva,ISR,1,1501.36425781,2018-08-01,2018-08-02
None,Palermo,ITA,2,1501.08728027,2018-07-27,2018-08-02
None,BATE,BLR,1,1499.97497559,2018-07-27,2018-08-01
None,Frosinone,ITA,1,1499.93432617,2018-07-27,2018-08-02
None,Malmoe,SWE,1,1499.2401123,2018-07-29,2018-08-01
None,Zulte Waregem,BEL,1,1496.97412109,2018-07-29,2018-08-01
None,Rosenborg,NOR,1,1496.2109375,2018-07-27,2018-08-01
None,Sheffield Weds,ENG,2,1495.6854248,2018-07-27,2018-08-02
None,Almeria,ESP,2,1495.11132812,2018-07-27,2018-08-02
None,Reus Deportiu,ESP,2,1494.43127441,2018-07-27,2018-08-02
None,FK Astana,KAZ,0,1489.65112305,2018-08-01,2018-08-01
None,Zuerich,SUI,1,1489.07250977,2018-07-29,2018-08-01
None,Zorya,UKR,1,1487.99475098,2018-07-29,2018-08-02
None,Karabakh Agdam,AZE,0,1487.7668457,2018-07-26,2018-08-01
None,Kasimpasa,TUR,1,1487.73327637,2018-07-27,2018-08-02
None,Dinamo Bucuresti,ROM,1,1486.40698242,2018-07-30,2018-08-01
None,Olexandriya,UKR,1,1486.03918457,2018-07-29,2018-08-02
None,Vorskla,UKR,1,1485.49182129,2018-07-30,2018-08-02
None,Strasbourg,FRA,1,1484.67041016,2018-07-27,2018-08-02
None,Hull,ENG,2,1484.57714844,2018-07-27,2018-08-02
None,LASK,AUT,1,1484.20300293,2018-07-30,2018-08-01
None,Austria Wien,AUT,1,1483.74121094,2018-07-28,2018-08-01
None,Lugo,ESP,2,1482.85900879,2018-07-27,2018-08-02
None,M Tel Aviv,ISR,1,1482.7668457,2018-08-01,2018-08-02
None,Parma,ITA,1,1481.76574707,2018-07-27,2018-08-02
None,CSKA Sofia,BUL,1,1481.32128906,2018-07-30,2018-08-01
None,Caen,FRA,1,1480.91113281,2018-07-27,2018-08-02
None,Albacete,ESP,2,1480.06506348,2018-07-27,2018-08-02
None,Ostersund,SWE,1,1478.7578125,2018-07-29,2018-08-01
None,Vitesse,NED,1,1477.46154785,2018-07-27,2018-08-01
None,Brest,FRA,2,1476.56811523,2018-07-31,2018-08-02
None,Duesseldorf,GER,1,1475.76477051,2018-07-27,2018-08-02
None,Oostende,BEL,1,1474.82470703,2018-07-29,2018-08-01
None,Charleroi,BEL,1,1474.54541016,2018-07-30,2018-08-01
None,Darmstadt,GER,2,1474.2779541,2018-07-27,2018-08-02
None,Norwich,ENG,2,1473.89135742,2018-07-27,2018-08-02
None,Rio Ave,POR,1,1473.84606934,2018-07-27,2018-08-02
None,Panathinaikos,GRE,1,1473.70117188,2018-07-27,2018-08-01
None,Utrecht,NED,1,1473.05126953,2018-07-27,2018-08-01
None,Partizan,SRB,1,1472.95776367,2018-07-30,2018-08-01
None,Troyes,FRA,2,1472.61413574,2018-07-28,2018-08-02
None,Mattersburg,AUT,1,1472.5456543,2018-07-29,2018-08-01
None,Bristol City,ENG,2,1472.48547363,2018-07-27,2018-08-02
None,Holstein,GER,2,1472.42199707,2018-07-27,2018-08-02
None,Lorient,FRA,2,1472.3873291,2018-07-29,2018-08-02
None,Clermont,FRA,2,1471.79504395,2018-07-28,2018-08-02
None,Mallorca,ESP,2,1470.86572266,2018-07-27,2018-08-02
None,Elche,ESP,2,1470.86572266,2018-07-27,2018-08-02
None,Extremadura,ESP,2,1470.86572266,2018-07-27,2018-08-02
None,Majadahonda,ESP,2,1470.86572266,2018-07-27,2018-08-02
None,Akhisar,TUR,1,1470.59338379,2018-07-27,2018-08-02
None,Kryliya Sovetov,RUS,1,1469.79284668,2018-08-01,2018-08-02
None,Apollon Lemesos,CYP,0,1469.73388672,2018-07-27,2018-08-02
None,Maribor,SVN,1,1468.88378906,2018-07-30,2018-08-02
None,Metz,FRA,2,1468.76550293,2018-07-31,2018-08-02
None,Jablonec,CZE,1,1468.00512695,2018-07-30,2018-08-02
None,Luzern,SUI,1,1467.81896973,2018-07-30,2018-08-01
None,Konyaspor,TUR,1,1466.86621094,2018-07-27,2018-08-02
None,Union Berlin,GER,2,1466.74926758,2018-07-27,2018-08-02
None,Guimaraes,POR,1,1464.74194336,2018-07-27,2018-08-02
None,Djurgarden,SWE,1,1464.5892334,2018-07-30,2018-08-01
None,Norrkoeping,SWE,1,1464.57763672,2018-07-29,2018-08-01
None,Atromitos,GRE,1,1464.35986328,2018-07-27,2018-08-01
None,Ingolstadt,GER,2,1463.69128418,2018-07-27,2018-08-02
None,Sion,SUI,1,1463.5213623,2018-07-30,2018-08-01
None,Orenburg,RUS,1,1461.96386719,2018-07-29,2018-08-02
None,Astra,ROM,1,1461.95581055,2018-07-29,2018-08-01
None,Sheffield United,ENG,2,1461.43554688,2018-07-27,2018-08-02
None,Anzhi,RUS,1,1459.68054199,2018-07-29,2018-08-02
None,Cittadella,ITA,2,1459.52600098,2018-07-27,2018-08-02
None,Yenisey,RUS,1,1459.24389648,2018-07-30,2018-08-02
None,Nordsjaelland,DEN,1,1458.89440918,2018-07-30,2018-08-01
None,Sivasspor,TUR,1,1456.09912109,2018-07-27,2018-08-02
None,Venezia,ITA,2,1455.91052246,2018-07-27,2018-08-02
None,Viitorul,ROM,1,1455.52941895,2018-07-31,2018-08-01
None,Verona,ITA,2,1455.3782959,2018-07-27,2018-08-02
None,Leeds,ENG,2,1454.81359863,2018-07-27,2018-08-02
None,Alanyaspor,TUR,1,1454.21154785,2018-07-27,2018-08-02
None,Antalyaspor,TUR,1,1452.07751465,2018-07-27,2018-08-02
None,Kortrijk,BEL,1,1452.05957031,2018-07-29,2018-08-01
None,Benevento,ITA,2,1450.05334473,2018-07-27,2018-08-02
None,Maritimo,POR,1,1450.0135498,2018-07-27,2018-08-02
None,Ipswich,ENG,2,1449.58569336,2018-07-27,2018-08-02
None,Goeztepe,TUR,1,1448.63244629,2018-07-27,2018-08-02
None,Osijek,CRO,1,1448.00720215,2018-08-01,2018-08-02
None,Legia,POL,1,1447.8190918,2018-08-01,2018-08-02
None,Bochum,GER,2,1445.18139648,2018-07-27,2018-08-02
None,Bielefeld,GER,2,1443.66442871,2018-07-27,2018-08-02
None,Craiova,ROM,1,1442.97070312,2018-07-30,2018-08-01
None,Ajaccio,FRA,2,1442.29370117,2018-07-28,2018-08-02
None,Dinamo Minsk,BLR,1,1440.76196289,2018-07-27,2018-08-01
None,Lugano,SUI,1,1440.25549316,2018-07-30,2018-08-01
None,Thun,SUI,1,1439.53173828,2018-07-30,2018-08-01
None,Boavista,POR,1,1438.91931152,2018-07-27,2018-08-02
None,Malatyaspor,TUR,1,1438.12243652,2018-07-27,2018-08-02
None,Lech,POL,1,1437.78869629,2018-08-01,2018-08-02
None,Larnaca,CYP,0,1436.54150391,2018-07-27,2018-08-02
None,Lokeren,BEL,1,1436.43566895,2018-07-30,2018-08-01
None,Lens,FRA,2,1436.2947998,2018-07-28,2018-08-02
None,QPR,ENG,2,1435.90649414,2018-07-27,2018-08-02
None,Admira,AUT,1,1435.3671875,2018-07-30,2018-08-01
None,Chaves,POR,1,1434.46728516,2018-07-27,2018-08-02
None,Paris FC,FRA,2,1433.02270508,2018-07-28,2018-08-02
None,Perugia,ITA,2,1432.1229248,2018-07-27,2018-08-02
None,Xanthi,GRE,1,1429.6706543,2018-07-27,2018-08-01
None,St Truiden,BEL,1,1428.33740234,2018-07-29,2018-08-01
None,Foggia,ITA,2,1427.31103516,2018-07-27,2018-08-02
None,Molde,NOR,1,1426.21020508,2018-07-27,2018-08-01
None,Kayseri,TUR,1,1424.88305664,2018-07-27,2018-08-02
None,Chateauroux,FRA,2,1423.05725098,2018-07-28,2018-08-02
None,Lok Zagreb,CRO,1,1423.01635742,2018-08-01,2018-08-02
None,Jagiellonia,POL,1,1422.78356934,2018-08-01,2018-08-02
None,Asteras Tripolis,GRE,1,1420.84655762,2018-07-27,2018-08-01
None,Forest,ENG,2,1420.18566895,2018-07-27,2018-08-02
None,St Pauli,GER,2,1420.13537598,2018-07-27,2018-08-02
None,Spezia,ITA,2,1418.32043457,2018-07-27,2018-08-02
None,Heidenheim,GER,2,1417.63330078,2018-07-27,2018-08-02
None,Domzale,SVN,1,1417.51416016,2018-07-30,2018-08-02
None,Hammarby,SWE,1,1414.41101074,2018-07-31,2018-08-01
None,Altach,AUT,1,1413.93103027,2018-07-29,2018-08-01
None,Haecken,SWE,1,1413.6270752,2018-07-30,2018-08-01
None,Bursaspor,TUR,1,1413.60058594,2018-07-27,2018-08-02
None,Antwerp,BEL,1,1413.47033691,2018-07-30,2018-08-01
None,Sandhausen,GER,2,1413.34790039,2018-07-27,2018-08-02
None,Duisburg,GER,2,1413.22924805,2018-07-27,2018-08-02
None,Anorthosis,CYP,0,1412.38708496,2018-07-27,2018-08-02
None,Videoton,HUN,1,1410.79150391,2018-07-29,2018-08-01
None,Groningen,NED,1,1409.33483887,2018-07-27,2018-08-01
None,Belenenses,POR,1,1408.94787598,2018-07-27,2018-08-02
None,Fuerth,GER,2,1408.7689209,2018-07-27,2018-08-02
None,Levski,BUL,1,1407.51806641,2018-07-31,2018-08-01
None,Regensburg,GER,2,1407.47119141,2018-07-27,2018-08-02
None,Aarhus,DEN,1,1407.06396484,2018-07-31,2018-08-01
None,Salernitana,ITA,2,1406.35205078,2018-07-27,2018-08-02
None,Reading,ENG,2,1405.45874023,2018-07-27,2018-08-02
None,Birmingham,ENG,2,1404.98168945,2018-07-27,2018-08-02
None,Carpi,ITA,2,1404.96606445,2018-07-27,2018-08-02
None,Beziers,FRA,2,1404.56591797,2018-07-28,2018-08-02
None,Wolfsberg,AUT,1,1403.55273438,2018-07-30,2018-08-01
None,Slovan Liberec,CZE,1,1403.3782959,2018-07-31,2018-08-02
None,Sigma Olomouc,CZE,1,1403.10778809,2018-07-28,2018-08-02
None,Tondela,POR,1,1400.18908691,2018-07-27,2018-08-02
None,Panionios,GRE,1,1399.55175781,2018-07-27,2018-08-01
None,Aalborg,DEN,1,1398.64306641,2018-07-30,2018-08-01
None,Grenoble,FRA,2,1397.18054199,2018-07-28,2018-08-02
None,Ferencvaros,HUN,1,1396.79919434,2018-07-30,2018-08-01
None,Grasshoppers,SUI,1,1395.93896484,2018-07-29,2018-08-01
None,Hartberg,AUT,1,1395.23156738,2018-07-29,2018-08-01
None,StGallen,SUI,1,1394.78161621,2018-07-30,2018-08-01
None,Aberdeen,SCO,1,1394.68432617,2018-07-27,2018-08-01
None,Dresden,GER,2,1394.61889648,2018-07-27,2018-08-02
None,Wacker Innsbruck,AUT,1,1393.62976074,2018-07-28,2018-08-01
None,Brescia,ITA,2,1392.10058594,2018-07-27,2018-08-02
None,Portimonense,POR,1,1389.11218262,2018-07-27,2018-08-02
None,SonderjyskE,DEN,1,1388.50695801,2018-07-28,2018-08-01
None,Pescara,ITA,2,1387.93054199,2018-07-27,2018-08-02
None,Olimpija Ljubljana,SVN,1,1387.3404541,2018-07-30,2018-08-02
None,Auxerre,FRA,2,1386.92919922,2018-07-28,2018-08-02
None,Karpaty,UKR,1,1386.43994141,2018-07-30,2018-08-02
None,Brann,NOR,1,1385.76086426,2018-07-27,2018-08-01
None,Heerenveen,NED,1,1385.55883789,2018-07-27,2018-08-01
None,Heracles,NED,1,1384.27563477,2018-07-27,2018-08-01
None,Trnava,SLK,0,1384.20422363,2018-08-01,2018-08-02
None,Cremonese,ITA,2,1383.71923828,2018-07-27,2018-08-02
None,Rangers,SCO,1,1383.02368164,2018-07-27,2018-08-01
None,Feirense,POR,1,1382.24951172,2018-07-27,2018-08-02
None,Valenciennes,FRA,2,1382.07421875,2018-07-28,2018-08-02
None,Ascoli,ITA,2,1380.9831543,2018-07-27,2018-08-02
None,Red Star,FRA,2,1380.67871094,2018-07-28,2018-08-02
None,Nancy,FRA,2,1378.66442871,2018-07-28,2018-08-02
None,Aue,GER,2,1378.28796387,2018-07-27,2018-08-02
None,Sochaux,FRA,2,1377.5793457,2018-07-28,2018-08-02
None,Trencin,SLK,0,1377.5657959,2018-08-01,2018-08-02
None,Niort,FRA,2,1377.25305176,2018-07-28,2018-08-02
None,Beitar,ISR,1,1377.25,2018-08-01,2018-08-02
None,Setubal,POR,1,1376.1640625,2018-07-27,2018-08-02
None,Rizespor,TUR,1,1376.04101562,2018-07-27,2018-08-02
None,Ankaraguecue,TUR,1,1376.04101562,2018-07-27,2018-08-02
None,Erzurum BB,TUR,1,1376.04101562,2018-07-27,2018-08-02
None,Wisla,POL,1,1375.9675293,2018-08-01,2018-08-02
None,Desna,UKR,1,1375.72021484,2018-07-30,2018-08-02
None,Blackburn,ENG,2,1374.69848633,2018-07-27,2018-08-02
None,Wigan,ENG,2,1374.69848633,2018-07-27,2018-08-02
None,Rotherham,ENG,2,1374.69848633,2018-07-27,2018-08-02
None,Botosani,ROM,1,1374.60510254,2018-07-28,2018-08-01
None,Den Haag,NED,1,1374.48352051,2018-07-27,2018-08-01
None,Elfsborg,SWE,1,1374.16418457,2018-07-29,2018-08-01
None,Soligorsk,BLR,1,1374.16064453,2018-07-27,2018-08-01
None,Lubin,POL,1,1372.26599121,2018-08-01,2018-08-02
None,Cosenza,ITA,2,1372.08508301,2018-07-27,2018-08-02
None,Lecce,ITA,2,1372.08508301,2018-07-27,2018-08-02
None,Livorno,ITA,2,1372.08508301,2018-07-27,2018-08-02
None,Padova,ITA,2,1372.08508301,2018-07-27,2018-08-02
None,Xamax,SUI,1,1371.82055664,2018-07-29,2018-08-01
None,FC Lviv,UKR,1,1371.77148438,2018-07-29,2018-08-02
None,Giannina,GRE,1,1371.35180664,2018-07-27,2018-08-01
None,Beveren,BEL,1,1371.02526855,2018-07-29,2018-08-01
None,Moreirense,POR,1,1370.35192871,2018-07-27,2018-08-02
None,Iasi,ROM,1,1369.72119141,2018-07-29,2018-08-01
None,Olimpik Donetsk,UKR,1,1369.66589355,2018-07-30,2018-08-02
None,Aves,POR,1,1368.38989258,2018-07-27,2018-08-02
None,Ilichivets,UKR,1,1367.68579102,2018-07-30,2018-08-02
None,Sarpsborg,NOR,1,1366.33911133,2018-07-27,2018-08-01
None,Willem II,NED,1,1365.26269531,2018-07-27,2018-08-01
None,Bolton,ENG,2,1364.7409668,2018-07-27,2018-08-02
None,Randers,DEN,1,1364.41711426,2018-07-30,2018-08-01
None,Cercle Brugge,BEL,1,1364.19812012,2018-07-29,2018-08-01
None,Chernomorets,UKR,1,1361.19470215,2018-07-30,2018-08-02
None,Botev Plovdiv,BUL,1,1359.84875488,2018-07-29,2018-08-01
None,Magdeburg,GER,2,1358.57739258,2018-07-27,2018-08-02
None,Paderborn,GER,2,1358.57739258,2018-07-27,2018-08-02
None,Nacional,POR,1,1357.89428711,2018-07-27,2018-08-02
None,Santa Clara,POR,1,1357.89428711,2018-07-27,2018-08-02
None,Goeteborg,SWE,1,1357.72802734,2018-07-29,2018-08-01
None,Dunajska,SLK,0,1357.5657959,2018-08-01,2018-08-02
None,Gabala,AZE,0,1354.3704834,2018-07-26,2018-08-01
None,Gazelec,FRA,2,1354.19116211,2018-07-28,2018-08-02
None,Teplice,CZE,1,1352.78088379,2018-07-30,2018-08-02
None,Orleans,FRA,2,1352.05822754,2018-07-28,2018-08-02
None,Mlada Boleslav,CZE,1,1352.0144043,2018-07-28,2018-08-02
None,St Poelten,AUT,1,1348.87475586,2018-07-30,2018-08-01
None,Plock,POL,1,1347.59082031,2018-08-01,2018-08-02
None,Odense,DEN,1,1347.17297363,2018-07-30,2018-08-01
None,Zwolle,NED,1,1347.12353516,2018-07-27,2018-08-01
